web-scraper-order,web-scraper-start-url,category,category-href,page,page-href,name,price,link,link-href,instock
"1597508974-2098","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","","","Antec Neptune 120 ARGB Advanced All in One 120mm Cpu Liquid Cooler","₹5,606","Antec Neptune 120 ARGB Advanced All in One 120mm Cpu Liquid Cooler","https://mdcomputers.in/antec-neptune-120-argb.html","null"
"1597508705-1504","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","3","https://mdcomputers.in/cabinet?page=3","Gigabyte C200 Glass (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","₹3,234","Gigabyte C200 Glass (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","https://mdcomputers.in/gigabyte-c200-glass-gb-c200g.html","null"
"1597508805-1681","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","2","https://mdcomputers.in/graphics-card?page=2","Gigabyte GeForce GTX 1660 Super OC 6GB GDDR6 192-bit Gaming Graphics Card","₹20,200","Gigabyte GeForce GTX 1660 Super OC 6GB GDDR6 192-bit Gaming Graphics Card","https://mdcomputers.in/gigabyte-1660-super-oc-6gb-gddr6-gv-n166soc-6gd.html","null"
"1597508940-2024","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","4","https://mdcomputers.in/motherboards?page=4","Msi MEG X299 Creation (Wi-Fi) Motherboard (Intel Socket 2066/Core X Series CPU/Max 128GB DDR4 4200MHz Memory)","₹48,500","Msi MEG X299 Creation (Wi-Fi) Motherboard (Intel Socket 2066/Core X Series CPU/Max 128GB DDR4 4200MHz Memory)","https://mdcomputers.in/msi-meg-x299-creation.html","null"
"1597509012-4023","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","","","AMD RYZEN 5 3500  (6 CORES 6 THREADS,WITH BASE CLOCK OF 3.6GHz,MAX BOOST CLOCK OF 4.1GHz AND 19MB GAME CACHE)","₹11,499","AMD RYZEN 5 3500  (6 CORES 6 THREADS,WITH BASE CLOCK OF 3.6GHz,MAX BOOST CLOCK OF 4.1GHz AND 19MB GAME CACHE)","https://mdcomputers.in/amd-hexa-core-ryzen-5-3500.html","null"
"1597509002-3975","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","2","https://mdcomputers.in/cooling-system?page=2","Deepcool GamerStorm Castle 360EX ARGB All In One 360mm CPU Liquid Cooler (DP-GS-H12-CSL360EX)","₹10,924","Deepcool GamerStorm Castle 360EX ARGB All In One 360mm CPU Liquid Cooler (DP-GS-H12-CSL360EX)","https://mdcomputers.in/deepcool-castle-360ex-rgb-dp-gs-h12-csl360ex.html","null"
"1597508843-1759","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","Western Digital Blue 1TB 3D NAND Internal SSD (WDS100T2B0A)","₹13,182","Western Digital Blue 1TB 3D NAND Internal SSD (WDS100T2B0A)","https://mdcomputers.in/western-digital-internal-ssd-blue-1tb-wds100t2b0a.html","null"
"1597508772-1629","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","4","https://mdcomputers.in/graphics-card?page=4","ZOTAC GAMING GeForce GTX 1660 SUPER AMP 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact, IceStorm 2.0 Cooling, Wraparound Metal Backplate - ZT-T16620D-10M","₹23,696","ZOTAC GAMING GeForce GTX 1660 SUPER AMP 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact, IceStorm 2.0 Cooling, Wraparound Metal Backplate - ZT-T16620D-10M","https://mdcomputers.in/zotac-gaming-gtx-1660-super-amp-zt-t16620d-10m.html","null"
"1597508623-1247","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","Acer ET271 - 27 Inch Monitor (4ms Response Time, Frameless, FHD PLS Panel, HDMI, VGA, Speakers)","₹13,301","Acer ET271 - 27 Inch Monitor (4ms Response Time, Frameless, FHD PLS Panel, HDMI, VGA, Speakers)","https://mdcomputers.in/acer-27-inch-et271.html","null"
"1597508727-1556","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","Deepcool GamerStorm DQ750M SMPS 750 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","₹11,093","Deepcool GamerStorm DQ750M SMPS 750 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","https://mdcomputers.in/deepcool-gamerstorm-dq750m-750watt-80-plus-gold-fully-modular-dp-gd-dq750m.html","null"
"1597508906-1943","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","Corsair CMK16GX4M1E3200C16 Desktop Ram Vengeance Lpx Series 16GB (16GBx1) DDR4 3200MHz","₹7,300","Corsair CMK16GX4M1E3200C16 Desktop Ram Vengeance Lpx Series 16GB (16GBx1) DDR4 3200MHz","https://mdcomputers.in/corsair-vengeance-lpx-16gb-ddr4-3200mhz-cmk16gx4m1e3200c16.html","null"
"1597508834-1730","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","6","https://mdcomputers.in/storage?page=6","Western Digital Green 480GB M.2 Internal SSD (WDS480G2G0B)","₹6,200","Western Digital Green 480GB M.2 Internal SSD (WDS480G2G0B)","https://mdcomputers.in/western-digital-green-480gb-wds480g2g0b.html","null"
"1597508786-1671","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","3","https://mdcomputers.in/graphics-card?page=3","SAPPHIRE Radeon RX 5600 XT BE PULSE OC 6GB GDDR6 192-Bit Gaming Graphics Card (11296-05-20G)","₹30,000","SAPPHIRE Radeon RX 5600 XT BE PULSE OC 6GB GDDR6 192-Bit Gaming Graphics Card (11296-05-20G)","https://mdcomputers.in/sapphire-pulse-rx-5600-xt-be-6gb-gddr6-11296-05-20g.html","Out Of Stock"
"1597508772-1633","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","4","https://mdcomputers.in/graphics-card?page=4","ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 192-bit Gaming Graphics Card","₹28,500","ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 192-bit Gaming Graphics Card","https://mdcomputers.in/zotac-rtx-2060-6gb-gddr6-zt-t20600k-10m.html","null"
"1597508858-1792","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","3","https://mdcomputers.in/storage?page=3","Gigabyte 512GB M.2 NVMe Internal SSD (GP-GSM2NE3512GNTD)","₹7,268","Gigabyte 512GB M.2 NVMe Internal SSD (GP-GSM2NE3512GNTD)","https://mdcomputers.in/gigabyte-512gb-m.2-nvme-gp-gsm2ne3512gntd.html","null"
"1597508764-1610","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","","","Colorful GeForce GT 710 2GB DDR3 64-bit Gaming Graphics Card","₹3,489","Colorful GeForce GT 710 2GB DDR3 64-bit Gaming Graphics Card","https://mdcomputers.in/colorful-gt-710-2gb-ddr3-gt710-2gd3-v.html","null"
"1597508993-2123","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","3","https://mdcomputers.in/cooling-system?page=3","Deepcool GAMMAXX GTE V2 RGB 120mm CPU Air Cooler (DP-MCH4-GMX-GTEV2)","₹2,244","Deepcool GAMMAXX GTE V2 RGB 120mm CPU Air Cooler (DP-MCH4-GMX-GTEV2)","https://mdcomputers.in/deepcool-gammaxx-gte-v2-rgb-dp-mch4-gmx-gtev2.html","null"
"1597508890-1897","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","4","https://mdcomputers.in/memory?page=4","G.SKILL F4-3600C18D-64GTZN Desktop Ram Trident Z Neo Series 64GB (32GBx2) DDR4 3600MHz RGB","₹36,000","G.SKILL F4-3600C18D-64GTZN Desktop Ram Trident Z Neo Series 64GB (32GBx2) DDR4 3600MHz RGB","https://mdcomputers.in/g-skill-ram-trident-z-neo-64gb-ddr4-3600mhz-rgb-f4-3600c18d-64gtzn.html","null"
"1597508965-2057","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","2","https://mdcomputers.in/motherboards?page=2","ASUS PRIME Z390-A Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 128GB DDR4-4266MHz Memory)","₹18,900","ASUS PRIME Z390-A Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 128GB DDR4-4266MHz Memory)","https://mdcomputers.in/asus-prime-z390-a.html","null"
"1597508974-2107","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","","","Cooler Master MasterLiquid Lite 120 All In One 120mm CPU Liquid Cooler (MLW-D12M-A20PW-R1)","₹4,100","Cooler Master MasterLiquid Lite 120 All In One 120mm CPU Liquid Cooler (MLW-D12M-A20PW-R1)","https://mdcomputers.in/cooler-master-masterliquid-lite-120-mlw-d12m-a20pw-r1.html","null"
"1597508974-2106","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","","","Cooler Master MasterLiquid 240 All In One 240mm CPU Liquid Cooler (MLX-D24M-A20PW-R1)","₹7,373","Cooler Master MasterLiquid 240 All In One 240mm CPU Liquid Cooler (MLX-D24M-A20PW-R1)","https://mdcomputers.in/cooler-master-masterliquid-240-mlx-d24m-a20pw-r1.html","null"
"1597508954-2035","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","3","https://mdcomputers.in/motherboards?page=3","GIGABYTE B550 AORUS PRO AC (Wi-Fi) Motherboard (AMD Socket AM4/Ryzen 3rd Gen Series CPU/Max 128GB DDR4 5200MHz Memory)","₹18,000","GIGABYTE B550 AORUS PRO AC (Wi-Fi) Motherboard (AMD Socket AM4/Ryzen 3rd Gen Series CPU/Max 128GB DDR4 5200MHz Memory)","https://mdcomputers.in/gigabyte-atx-wi-fi-motherboard-b550-aorus-pro-ac.html","null"
"1597508654-1399","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","","","Asus TUF Gaming GT501 (E-ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","₹14,390","Asus TUF Gaming GT501 (E-ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","https://mdcomputers.in/asus-tuf-gaming-gt501.html","null"
"1597508727-1572","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","Corsair CX650M SMPS - 650 Watt 80 Plus Bronze Certification Semi Modular PSU With Active PFC","₹6,827","Corsair CX650M SMPS - 650 Watt 80 Plus Bronze Certification Semi Modular PSU With Active PFC","https://mdcomputers.in/corsair-cx650m-80-plus-bronze-semi-modular-cp-9020103-uk.html","null"
"1597508690-1460","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","Nzxt H210i (M-ITX) Mini Tower Cabinet with Tempered Glass side panel, Fan Controller And ARGB LED Strip (Matte White)","₹12,000","Nzxt H210i (M-ITX) Mini Tower Cabinet with Tempered Glass side panel, Fan Controller And ARGB LED Strip (Matte White)","https://mdcomputers.in/nzxt-h210i-matte-white-tempered-glass-ca-h210i-w1.html","null"
"1597508940-2007","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","4","https://mdcomputers.in/motherboards?page=4","Msi B365M PRO-VDH Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 64GB DDR4 2666MHz Memory)","₹7,295","Msi B365M PRO-VDH Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 64GB DDR4 2666MHz Memory)","https://mdcomputers.in/msi-b365m-pro-vdh.html","null"
"1597508906-1949","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","Corsair CMT32GX4M2C3000C15 Desktop Ram Dominator Platinum Series 32GB (16GBx2) DDR4 3000MHz RGB","₹18,000","Corsair CMT32GX4M2C3000C15 Desktop Ram Dominator Platinum Series 32GB (16GBx2) DDR4 3000MHz RGB","https://mdcomputers.in/corsair-dominator-platinum-32gb-ddr4-3000mhz-rgb-cmt32gx4m2c3000c15.html","null"
"1597509021-4042","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","2","https://mdcomputers.in/processor?page=2","9th Gen Intel® Core™ i3-9100 Desktop Processor 4 Cores up to 4.2GHz LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I39100","₹11,093","9th Gen Intel® Core™ i3-9100 Desktop Processor 4 Cores up to 4.2GHz LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I39100","https://mdcomputers.in/intel-core-i3-9100-bx80684i39100.html","null"
"1597509028-4070","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","","","CORSAIR Hydro X Series XF Compression 10/13mm (3/8inch / 1/2inch) ID/OD Fittings Four Pack (White)","₹2,326","CORSAIR Hydro X Series XF Compression 10/13mm (3/8inch / 1/2inch) ID/OD Fittings Four Pack (White)","https://mdcomputers.in/corsair-hydro-x-xf-compression-white-cx-9051006-ww.html","null"
"1597508690-1455","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","JONSBO C4 (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel (Silver)","₹11,681","JONSBO C4 (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel (Silver)","https://mdcomputers.in/jonsbo-c4-silver.html","null"
"1597508754-1590","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","2","https://mdcomputers.in/smps?page=2","Corsair VS450 SMPS - 450 Watt PSU With Active PFC","₹3,290","Corsair VS450 SMPS - 450 Watt PSU With Active PFC","https://mdcomputers.in/corsair-vs450-cp-9020170-uk.html","null"
"1597508913-1978","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","","","ASUS PRIME B365M-A Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 64GB DDR4-2666MHz Memory)","₹8,142","ASUS PRIME B365M-A Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 64GB DDR4-2666MHz Memory)","https://mdcomputers.in/asus-prime-b365m-a.html","null"
"1597508727-1571","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","Cooler Master V1200 SMPS - 1200 Watt 80 Plus Platinum Certification Fully Modular PSU With Active PFC","₹21,000","Cooler Master V1200 SMPS - 1200 Watt 80 Plus Platinum Certification Fully Modular PSU With Active PFC","https://mdcomputers.in/cooler-master-v1200-80-plus-platinum-fully-modular-rscoo-afbag1-uk.html","null"
"1597508874-1843","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","","","Adata AX4U300038G16A-DT60 Desktop Ram XPG Spectrix D60G Series 16GB (8GBX2) DDR4 3000MHz RGB","₹8,500","Adata AX4U300038G16A-DT60 Desktop Ram XPG Spectrix D60G Series 16GB (8GBX2) DDR4 3000MHz RGB","https://mdcomputers.in/adata-xpg-spectrix-d60g-ddr4-3000mhz-rgb-ax4u300038g16a-dt60.html","null"
"1597508850-1769","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Samsung 860 EVO 1TB Internal SSD (MZ-76E1T0BW)","₹13,875","Samsung 860 EVO 1TB Internal SSD (MZ-76E1T0BW)","https://mdcomputers.in/samsung-860-evo-1tb-mz-76e1t0bw.html","null"
"1597509028-4072","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","","","CORSAIR Hydro X Series XF Fill Port Adapter (Chrome)","₹1,219","CORSAIR Hydro X Series XF Fill Port Adapter (Chrome)","https://mdcomputers.in/corsair-xf-fill-port-chrome-cx-9055017-ww.html","null"
"1597508713-1529","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","2","https://mdcomputers.in/cabinet?page=2","CORSAIR Carbide Series SPEC-06 RGB Mid-Tower ATX Case, Black (CC-9011146-WW)","₹7,800","CORSAIR Carbide Series SPEC-06 RGB Mid-Tower ATX Case, Black (CC-9011146-WW)","https://mdcomputers.in/corsair-mid-tower-spec-06-rgb-tempered-glass-cc-9011146-ww.html","null"
"1597508993-2135","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","3","https://mdcomputers.in/cooling-system?page=3","Nzxt Kraken M22 RGB All In One 120mm Cpu Liquid Cooler And CAM Compatible (RL-KRM22-01)","₹6,500","Nzxt Kraken M22 RGB All In One 120mm Cpu Liquid Cooler And CAM Compatible (RL-KRM22-01)","https://mdcomputers.in/nzxt-kraken-m22-rgb-rl-krm22-01.html","null"
"1597508834-1734","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","6","https://mdcomputers.in/storage?page=6","Western Digital My Passport 2TB Blue External Hard Drive (WDBYVG0020BBL-WESN)","₹5,994","Western Digital My Passport 2TB Blue External Hard Drive (WDBYVG0020BBL-WESN)","https://mdcomputers.in/western-digital-2tb-my-passport-blue-wdbyvg0020bbl-wesn.html","null"
"1597508805-1674","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","2","https://mdcomputers.in/graphics-card?page=2","Galax GeForce RTX 2060 Super Gamer (1-Click OC) 8GB GDDR6 256-bit Gaming Graphics Card","₹36,621","Galax GeForce RTX 2060 Super Gamer (1-Click OC) 8GB GDDR6 256-bit Gaming Graphics Card","https://mdcomputers.in/galax-rtx-2060-super-gamer-1-click-oc-8gb-gddr6-26nrl7md45g1.html","null"
"1597508754-1596","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","2","https://mdcomputers.in/smps?page=2","Deepcool DE500 SMPS 350 Watt PSU (DP-DE500US-PH)","₹2,386","Deepcool DE500 SMPS 350 Watt PSU (DP-DE500US-PH)","https://mdcomputers.in/deepcool-350watt-dp-de500us-ph.html","null"
"1597508954-2040","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","3","https://mdcomputers.in/motherboards?page=3","GIGABYTE B550M GAMING Motherboard (AMD Socket AM4/Ryzen 3rd Gen Series CPU/Max 64GB DDR4 5000MHz Memory)","₹9,600","GIGABYTE B550M GAMING Motherboard (AMD Socket AM4/Ryzen 3rd Gen Series CPU/Max 64GB DDR4 5000MHz Memory)","https://mdcomputers.in/gigabyte-b550m-gaming.html","null"
"1597508690-1476","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","Thermaltake Level 20 MT ARGB (ATX) Mid Tower Cabinet With Tempered Glass Panel With RGB Controller (Black)","₹7,550","Thermaltake Level 20 MT ARGB (ATX) Mid Tower Cabinet With Tempered Glass Panel With RGB Controller (Black)","https://mdcomputers.in/thermaltake-level-20-mt-argb-ca-1m7-00m1wn-00.html","null"
"1597508727-1559","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","Gigabyte Aorus P750W SMPS - 750 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","₹10,608","Gigabyte Aorus P750W SMPS - 750 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","https://mdcomputers.in/gigabyte-aorus-p750w-80-plus-gold-fully-modular-gp-ap750gm.html","null"
"1597508764-1612","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","","","Colorful GeForce GTX 1650 NB 4GB GDDR5 128-bit Gaming Graphics Card","₹14,500","Colorful GeForce GTX 1650 NB 4GB GDDR5 128-bit Gaming Graphics Card","https://mdcomputers.in/colorful-gtx-1650-nb-4gb-gddr5-g-c1650nb-4g-v.html","null"
"1597508645-1346","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","2","https://mdcomputers.in/monitors?page=2","BenQ SW270C - 27 Inch 100% sRGB Photo Editing Monitor (5ms Responce Time, 2K QHD IPS Panel, HDMI, DisplayPort, USB Type-C)","₹61,521","BenQ SW270C - 27 Inch 100% sRGB Photo Editing Monitor (5ms Responce Time, 2K QHD IPS Panel, HDMI, DisplayPort, USB Type-C)","https://mdcomputers.in/benq-27-inch-professional-sw270c.html","null"
"1597508906-1955","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","G.Skill F3-12800CL10S-8GBXL Desktop Ram Ripjaws X Series 8GB (8GBx1) DDR3 1600MHz Red","₹3,700","G.Skill F3-12800CL10S-8GBXL Desktop Ram Ripjaws X Series 8GB (8GBx1) DDR3 1600MHz Red","https://mdcomputers.in/gskill-ripjaws-x-8gb-ddr3-1600mhz-f3-12800cl10s-8gbxl.html","Out Of Stock"
"1597508882-1876","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","5","https://mdcomputers.in/memory?page=5","Thermaltake R019D408GX2-3200C16A Desktop Ram TOUGHRAM Z-ONE RGB Series 16GB (8GBx2) DDR4 3200MHz RGB","₹9,700","Thermaltake R019D408GX2-3200C16A Desktop Ram TOUGHRAM Z-ONE RGB Series 16GB (8GBx2) DDR4 3200MHz RGB","https://mdcomputers.in/thermaltake-memory-toughram-z-one-rgb-16gb-ddr4-3200mhz-r019d408gx2-3200c16a.html","null"
