web-scraper-order,web-scraper-start-url,category,category-href,page,page-href,name,price,link,link-href,instock
"1597508858-1805","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","3","https://mdcomputers.in/storage?page=3","Kingston KC600 256GB Internal SSD (SKC600-256G)","₹3,500","Kingston KC600 256GB Internal SSD (SKC600-256G)","https://mdcomputers.in/kingston-kc600-256gb-skc600-256g.html","null"
"1597508705-1493","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","3","https://mdcomputers.in/cabinet?page=3","Deepcool Matrexx 50 ADD-RGB 4F (E-ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","₹6,571","Deepcool Matrexx 50 ADD-RGB 4F (E-ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","https://mdcomputers.in/deepcool-mid-tower-matrexx-50-add-rgb-4f-tempered-glass-dp-atx-matrexx50-ar-4f-ne.html","null"
"1597509028-4065","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","","","CORSAIR Hydro X Series XF 90° Rotary Adapters Twin Pack (Gold)","₹2,326","CORSAIR Hydro X Series XF 90° Rotary Adapters Twin Pack (Gold)","https://mdcomputers.in/corsair-xf-90-rotary-gold-cx-9055010-ww.html","null"
"1597508705-1484","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","3","https://mdcomputers.in/cabinet?page=3","Deepcool Baronkase Liquid (ATX) Mini Tower Cabinet With Integrated 120mm RGB Liquid Cooler and Tempered Glass Side Panel (Black)","₹12,385","Deepcool Baronkase Liquid (ATX) Mini Tower Cabinet With Integrated 120mm RGB Liquid Cooler and Tempered Glass Side Panel (Black)","https://mdcomputers.in/deepcool-baronkase-liquid-black-dp-matx-bnkswh-lqd.html","null"
"1597509002-3976","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","2","https://mdcomputers.in/cooling-system?page=2","Deepcool GamerStorm Castle 360EX White RGB All In One 360mm Cpu Liquid Cooler (DP-GS-H12W-CSL360EXWH)","₹14,648","Deepcool GamerStorm Castle 360EX White RGB All In One 360mm Cpu Liquid Cooler (DP-GS-H12W-CSL360EXWH)","https://mdcomputers.in/deepcool-castle-360ex-white-rgb-dp-gs-h12w-csl360exwh.html","null"
"1597508623-1261","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","ASUS VG278QR - 27 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers)","₹27,600","ASUS VG278QR - 27 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers)","https://mdcomputers.in/asus-27-inch-gaming-vg278qr.html","null"
"1597508705-1489","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","3","https://mdcomputers.in/cabinet?page=3","Deepcool GamerStorm Macube 310P (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","₹5,618","Deepcool GamerStorm Macube 310P (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","https://mdcomputers.in/deepcool-gamerstorm-macube-310p-black-mid-tower-gs-atx-macube310p-bkg0p.html","null"
"1597508636-1276","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","LG 19M38AB - 19 Inch Monitor (5ms Response Time, HD TN Panel, D-sub)","₹4,955","LG 19M38AB - 19 Inch Monitor (5ms Response Time, HD TN Panel, D-sub)","https://mdcomputers.in/lg-18-5-inch-19m38a-b.html","null"
"1597508913-1984","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","","","ASUS PRIME H310M-E Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 32GB DDR4-2666MHz Memory)","₹5,050","ASUS PRIME H310M-E Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 32GB DDR4-2666MHz Memory)","https://mdcomputers.in/asus-prime-h310m-e.html","null"
"1597508874-1850","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","","","ADATA AX4U320038G16A-DR30 Desktop Ram XPG GAMMIX D30 Series 16GB (8GBx2) DDR4 3200MHz Red","₹7,800","ADATA AX4U320038G16A-DR30 Desktop Ram XPG GAMMIX D30 Series 16GB (8GBx2) DDR4 3200MHz Red","https://mdcomputers.in/adata-xpg-gammix-d30-16gb-ddr4-3200mhz-ax4u320038g16a-dr30.html","null"
"1597508713-1522","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","2","https://mdcomputers.in/cabinet?page=2","Corsair 570X RGB (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel And RGB Fan Controller (Black)","₹15,700","Corsair 570X RGB (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel And RGB Fan Controller (Black)","https://mdcomputers.in/corsair-mid-tower-570x-rgb-cc-9011098-ww.html","null"
"1597508993-2120","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","3","https://mdcomputers.in/cooling-system?page=3","Deepcool Gammaxx GT RGB 120mm CPU Air Cooler With RGB Controller (DP-MCH4-GMX-RGB-GT)","₹3,178","Deepcool Gammaxx GT RGB 120mm CPU Air Cooler With RGB Controller (DP-MCH4-GMX-RGB-GT)","https://mdcomputers.in/deepcool-gammaxx-gt-dp-mch4-gmx-rgb-gt.html","null"
"1597509021-4047","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","2","https://mdcomputers.in/processor?page=2","9th Gen Intel® Core™ i5-9600KF Desktop Processor 6 Cores up to 4.6GHz Unlocked Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 95W BX80684I59600KF","₹17,449","9th Gen Intel® Core™ i5-9600KF Desktop Processor 6 Cores up to 4.6GHz Unlocked Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 95W BX80684I59600KF","https://mdcomputers.in/intel-core-i5-9600kf-bx80684i59600kf.html","null"
"1597508874-1842","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","","","Adata AX4U3000316G16A-ST60 Desktop Ram XPG Spectrix D60G Series 16GB (16GBx1) DDR4 3000MHz RGB","₹7,700","Adata AX4U3000316G16A-ST60 Desktop Ram XPG Spectrix D60G Series 16GB (16GBx1) DDR4 3000MHz RGB","https://mdcomputers.in/adata-xpg-spectrix-d60g-16gb-ddr4-3000mhz-rgb-ax4u3000316g16a-st60.html","null"
"1597508906-1954","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","G.Skill F3-10666CL9S-4GBSQ Laptop Ram Standard Series 4GB (4GBx1) DDR3 1333MHz","₹1,920","G.Skill F3-10666CL9S-4GBSQ Laptop Ram Standard Series 4GB (4GBx1) DDR3 1333MHz","https://mdcomputers.in/g-skill-4gb-ddr3-1333mhz-f3-10666cl9s-4gbsq.html","null"
"1597508913-1972","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","","","ASRock B550M Steel Legend Motherboard (AMD Socket AM4/3rd Gen Ryzen Series CPU/Max 128GB DDR4 4733MHz Memory)","₹16,176","ASRock B550M Steel Legend Motherboard (AMD Socket AM4/3rd Gen Ryzen Series CPU/Max 128GB DDR4 4733MHz Memory)","https://mdcomputers.in/asrock-b550m-steel-legend.html","Out Of Stock"
"1597508754-1591","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","2","https://mdcomputers.in/smps?page=2","Corsair VS550 SMPS - 550 Watt PSU With Acive PFC","₹3,950","Corsair VS550 SMPS - 550 Watt PSU With Acive PFC","https://mdcomputers.in/corsair-vs550-cp-9020171-uk.html","null"
"1597508772-1636","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","4","https://mdcomputers.in/graphics-card?page=4","ZOTAC GAMING GeForce RTX 2060 SUPER MINI 8GB GDDR6 256-bit 14Gbps Gaming Graphics Card, IceStorm 2.0, Super Compact, ZT-T20610E-10M","₹35,544","ZOTAC GAMING GeForce RTX 2060 SUPER MINI 8GB GDDR6 256-bit 14Gbps Gaming Graphics Card, IceStorm 2.0, Super Compact, ZT-T20610E-10M","https://mdcomputers.in/zotac-rtx-2060-super-mini-8gb-gddr6-zt-t20610e-10m.html","null"
"1597508965-2051","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","2","https://mdcomputers.in/motherboards?page=2","ASUS PRIME H410M-K Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 64GB DDR4 2933MHz Memory)","₹7,150","ASUS PRIME H410M-K Motherboard (Intel Socket 1200/10th Generation Core Series CPU/Max 64GB DDR4 2933MHz Memory)","https://mdcomputers.in/asus-prime-h410m-k.html","null"
"1597509028-4057","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","","","CORSAIR Hydro X Series XD5 RGB Pump/Reservoir Combo","₹15,816","CORSAIR Hydro X Series XD5 RGB Pump/Reservoir Combo","https://mdcomputers.in/corsair-hydro-x-xd5-rgb-cx-9040002-ww.html","null"
"1597508858-1791","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","3","https://mdcomputers.in/storage?page=3","Gigabyte 256GB M.2 NVMe Internal SSD (GP-GSM2NE3256GNTD)","₹4,400","Gigabyte 256GB M.2 NVMe Internal SSD (GP-GSM2NE3256GNTD)","https://mdcomputers.in/gigabyte-256gb-m.2-nvme-gp-gsm2ne3256gntd.html","null"
"1597508843-1740","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","Seagate Barracuda 2TB 5400 RPM Desktop Internal Hard Drive (ST2000DM005)","₹4,863","Seagate Barracuda 2TB 5400 RPM Desktop Internal Hard Drive (ST2000DM005)","https://mdcomputers.in/seagate-2tb-barracuda-st2000dm005.html","null"
"1597508764-1625","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","","","Galax GeForce GTX 1660 Super (1-Click OC) 6GB GDDR6 192-bit Gaming Graphics Card","₹21,700","Galax GeForce GTX 1660 Super (1-Click OC) 6GB GDDR6 192-bit Gaming Graphics Card","https://mdcomputers.in/galax-geforce-gtx-1660-super-1-click-oc-6gb-gddr6-60srl7dsy91s.html","null"
"1597508993-2140","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","3","https://mdcomputers.in/cooling-system?page=3","Thermaltake Contac 9 92mm CPU Air Cooler","₹1,475","Thermaltake Contac 9 92mm CPU Air Cooler","https://mdcomputers.in/thermaltake-contac-9-cl-p049-al09bl-a.html","null"
"1597508954-2032","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","3","https://mdcomputers.in/motherboards?page=3","Gigabyte B450M Aorus Elite Motherboard (AMD Socket AM4/Ryzen Series CPU/Max 128GB DDR4 3600MHz Memory)","₹9,200","Gigabyte B450M Aorus Elite Motherboard (AMD Socket AM4/Ryzen Series CPU/Max 128GB DDR4 3600MHz Memory)","https://mdcomputers.in/gigabyte-b450m-aorus-elite.html","null"
"1597508654-1388","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","","","Antec Dark Phantom DP501 (ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (White)","₹5,255","Antec Dark Phantom DP501 (ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (White)","https://mdcomputers.in/antec-mid-tower-dark-phantom-tempered-glass-dp501-white.html","Out Of Stock"
"1597508913-1983","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","","","ASUS PRIME H310M-CS R2.0 Motherboard (Intel Socket 1151/8th Generation Core Series CPU/Max 32GB DDR4-2666MHz Memory)","₹4,975","ASUS PRIME H310M-CS R2.0 Motherboard (Intel Socket 1151/8th Generation Core Series CPU/Max 32GB DDR4-2666MHz Memory)","https://mdcomputers.in/asus-prime-h310m-cs-r2-0.html","null"
"1597508623-1251","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","Acer KG271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD TN Panel, HDMI, VGA, Speakers)","₹12,967","Acer KG271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD TN Panel, HDMI, VGA, Speakers)","https://mdcomputers.in/acer-27-inch-amd-freesync-gaming-75hz-kg271.html","null"
"1597508940-2009","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","4","https://mdcomputers.in/motherboards?page=4","MSI B450 GAMING PRO CARBON MAX WIFI Motherboard (AMD Socket AM4/Ryzen Series CPU/Max 128GB DDR4 4133MHz Memory)","₹15,999","MSI B450 GAMING PRO CARBON MAX WIFI Motherboard (AMD Socket AM4/Ryzen Series CPU/Max 128GB DDR4 4133MHz Memory)","https://mdcomputers.in/msi-b450-gaming-pro-carbon-max-wifi.html","null"
"1597508727-1560","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","Gigabyte Aorus P850W SMPS - 850 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","₹12,000","Gigabyte Aorus P850W SMPS - 850 Watt 80 Plus Gold Certification Fully Modular PSU With Active PFC","https://mdcomputers.in/gigabyte-aorus-p850w-80-plus-gold-fully-modular-gp-ap850gm.html","null"
"1597508850-1786","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Seagate Backup Plus Slim 2TB Black External Hard Drive (STHN2000400)","₹5,825","Seagate Backup Plus Slim 2TB Black External Hard Drive (STHN2000400)","https://mdcomputers.in/seagate-2tb-black-backup-plus-slim-sthn2000400.html","null"
"1597508786-1655","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","3","https://mdcomputers.in/graphics-card?page=3","Msi Radeon RX 5500 XT Gaming X 8GB GDDR6 128-bit Gaming Graphics Card","₹23,158","Msi Radeon RX 5500 XT Gaming X 8GB GDDR6 128-bit Gaming Graphics Card","https://mdcomputers.in/msi-rx-5500-xt-gaming-x-8gb-gddr6.html","null"
"1597509021-4051","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","2","https://mdcomputers.in/processor?page=2","Intel® Pentium® Gold G5420 Desktop Processor 2 Core up to 3.80 GHz LGA1151 (Intel® 300 Series chipset) 54W BX80684G5420","₹4,965","Intel® Pentium® Gold G5420 Desktop Processor 2 Core up to 3.80 GHz LGA1151 (Intel® 300 Series chipset) 54W BX80684G5420","https://mdcomputers.in/intel-pentium-dual-core-g5420.html","null"
"1597508965-2072","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","2","https://mdcomputers.in/motherboards?page=2","Asus TUF B365M-Plus Gaming Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 64GB DDR4 2666MHz Memory)","₹8,600","Asus TUF B365M-Plus Gaming Motherboard (Intel Socket 1151/9th and 8th Generation Core Series CPU/Max 64GB DDR4 2666MHz Memory)","https://mdcomputers.in/asus-tuf-b365m-plus-gaming.html","null"
"1597508645-1350","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","2","https://mdcomputers.in/monitors?page=2","Dell D1918H - 19 Inch Monitor (5ms Responce Time, HD TN Panel, HDMI, VGA)","₹5,150","Dell D1918H - 19 Inch Monitor (5ms Responce Time, HD TN Panel, HDMI, VGA)","https://mdcomputers.in/dell-19-inch-d1918h.html","null"
"1597508720-1532","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","","","Antec ATOM B650 SMPS - 650 Watt 80 Plus Bronze Certification PSU With Active PFC","₹4,150","Antec ATOM B650 SMPS - 650 Watt 80 Plus Bronze Certification PSU With Active PFC","https://mdcomputers.in/antec-atom-b650-80-plus-bronze.html","null"
"1597509002-3967","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","2","https://mdcomputers.in/cooling-system?page=2","Deepcool GamerStorm Captain 120 EX White All in One 120mm CPU Liquid Cooler (DP-GS-H12L-CT120WA4)","₹6,700","Deepcool GamerStorm Captain 120 EX White All in One 120mm CPU Liquid Cooler (DP-GS-H12L-CT120WA4)","https://mdcomputers.in/deepcool-gamerstorm-captain-120-ex-white-dp-gs-h12l-ct120wa4.html","null"
"1597508843-1752","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","TeamGroup GX1 120GB Internal SSD (T253X1120G0C101)","₹2,230","TeamGroup GX1 120GB Internal SSD (T253X1120G0C101)","https://mdcomputers.in/teamgroup-gx1-120gb-t253x1120g0c101.html","null"
"1597508623-1263","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","ASUS VZ229H - 22 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub, Speakers)","₹9,769","ASUS VZ229H - 22 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub, Speakers)","https://mdcomputers.in/asus-22-inch-vz229h.html","null"
"1597509002-3977","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","2","https://mdcomputers.in/cooling-system?page=2","Deepcool GamerStorm Fryzen (For AMD) 120mm CPU Air Cooler With RGB Controller (DP-GS-MCH6N-FZN-A)","₹11,311","Deepcool GamerStorm Fryzen (For AMD) 120mm CPU Air Cooler With RGB Controller (DP-GS-MCH6N-FZN-A)","https://mdcomputers.in/deepcool-fryzen-dp-gs-mch6n-fzn-a.html","null"
"1597508772-1646","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","4","https://mdcomputers.in/graphics-card?page=4","Asus GeForce Dual RTX 2080 Super EVO OC Edition 8GB GDDR6 256-bit Gaming Graphics Card","₹68,500","Asus GeForce Dual RTX 2080 Super EVO OC Edition 8GB GDDR6 256-bit Gaming Graphics Card","https://mdcomputers.in/asus-dual-rtx2080s-o8g-evo.html","null"
"1597508772-1644","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","4","https://mdcomputers.in/graphics-card?page=4","Zotac Graphics Card Pascal Series - GTX 1050 Ti 4GB GDDR5 OC (ZT-P10510B-10L)","₹11,817","Zotac Graphics Card Pascal Series - GTX 1050 Ti 4GB GDDR5 OC (ZT-P10510B-10L)","https://mdcomputers.in/zotac-gtx-1050-ti-4gb-gddr5-oc-zt-p10510b-10l.html","null"
"1597508890-1903","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","4","https://mdcomputers.in/memory?page=4","G.Skill FA-1600C11S-4GSQ Laptop Ram Mac Series 4GB (4GBx1) DDR3 1600MHz","₹2,820","G.Skill FA-1600C11S-4GSQ Laptop Ram Mac Series 4GB (4GBx1) DDR3 1600MHz","https://mdcomputers.in/g-skill-mac-4gb-ddr3-1600mhz-fa-1600c11s-4gsq.html","null"
"1597508623-1259","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","ASUS PB287Q - 28 Inch Gaming Monitor (1ms Response Time, 4K UHD TN Panel, HDMI, DisplayPort, Speakers)","₹33,899","ASUS PB287Q - 28 Inch Gaming Monitor (1ms Response Time, 4K UHD TN Panel, HDMI, DisplayPort, Speakers)","https://mdcomputers.in/asus-28-inch-professional-pb287q.html","null"
"1597508867-1834","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","2","https://mdcomputers.in/storage?page=2","Crucial P1 1000GB 3D NAND M.2 NVMe Internal SSD (CT1000P1SSD8)","₹10,500","Crucial P1 1000GB 3D NAND M.2 NVMe Internal SSD (CT1000P1SSD8)","https://mdcomputers.in/crucial-p1-1000gb-ct1000p1ssd8.html","null"
"1597509021-4050","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","2","https://mdcomputers.in/processor?page=2","Intel® Pentium® Gold G5400 Desktop Processor 2 Core up to 3.70 GHz LGA1151 (Intel® 300 Series chipset) 58W BX80684G5400","₹4,848","Intel® Pentium® Gold G5400 Desktop Processor 2 Core up to 3.70 GHz LGA1151 (Intel® 300 Series chipset) 58W BX80684G5400","https://mdcomputers.in/intel-pentium-dual-core-g5400-bx80684g5400.html","null"
"1597508690-1462","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","Nzxt H510 (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Matte Black)","₹6,800","Nzxt H510 (ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Matte Black)","https://mdcomputers.in/nzxt-h510-matte-black-tempered-glass-ca-h510b-b1.html","null"
"1597508786-1659","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","3","https://mdcomputers.in/graphics-card?page=3","Nvidia Quadro Pascal Series P1000 4GB GDDR5 128-bit Workstation Graphics Card","₹25,864","Nvidia Quadro Pascal Series P1000 4GB GDDR5 128-bit Workstation Graphics Card","https://mdcomputers.in/nvidia-quadro-p1000-4gb-gddr5-900-5g212-2550-000.html","null"
"1597509040-4123","https://mdcomputers.in","Corsair Hydro X","https://mdcomputers.in/corsair_hydro_x.html","2","https://mdcomputers.in/corsair-hydro-x.html?page=2","CORSAIR Hydro X Series XF Hardline 90° 14mm OD Fittings Twin Pack (Chrome)","₹2,326","CORSAIR Hydro X Series XF Hardline 90° 14mm OD Fittings Twin Pack (Chrome)","https://mdcomputers.in/corsair-xf-hl-90-14mm-chrome-cx-9052014-ww.html","null"
"1597508713-1519","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","2","https://mdcomputers.in/cabinet?page=2","Corsair 275R (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel (White)","₹7,350","Corsair 275R (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel (White)","https://mdcomputers.in/corsair-mid-tower-275r-tempered-glass-white-cc-9011133-ww.html","null"
"1597508874-1855","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","","","ADATA AX4U3200716G16A-SR30 Desktop Ram XPG GAMMIX D30 Series 16GB (16GBx1) DDR4 3200MHz Red","₹6,325","ADATA AX4U3200716G16A-SR30 Desktop Ram XPG GAMMIX D30 Series 16GB (16GBx1) DDR4 3200MHz Red","https://mdcomputers.in/adata-xpg-gammix-d30-ddr4-3200mhz-ax4u3200716g16a-sr30.html","null"
"1597508882-1865","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","5","https://mdcomputers.in/memory?page=5","Silicon Power SP004GBLFU266N02 Desktop Ram 4GB (4GBX1) DDR4 2666MHz","₹1,899","Silicon Power SP004GBLFU266N02 Desktop Ram 4GB (4GBX1) DDR4 2666MHz","https://mdcomputers.in/silicon-power-4gb-ddr4-2666mhz-sp004gblfu266n02.html","null"
"1597508913-1970","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","","","ASRock B550 Steel Legend Motherboard (AMD Socket AM4/3rd Gen Ryzen Series CPU/Max 128GB DDR4 4733MHz Memory)","₹20,724","ASRock B550 Steel Legend Motherboard (AMD Socket AM4/3rd Gen Ryzen Series CPU/Max 128GB DDR4 4733MHz Memory)","https://mdcomputers.in/asrock-b550-steel-legend.html","Out Of Stock"
"1597508754-1578","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","2","https://mdcomputers.in/smps?page=2","Corsair CV550 SMPS - 550 Watt 80 Plus Bronze Certification PSU With Active PFC","₹4,474","Corsair CV550 SMPS - 550 Watt 80 Plus Bronze Certification PSU With Active PFC","https://mdcomputers.in/corsair-cv550-80-plus-bronze-cp-9020210-uk.html","null"
"1597508858-1809","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","3","https://mdcomputers.in/storage?page=3","Lexar NS100 128GB Internal SSD (LNS100-128RB)","₹2,423","Lexar NS100 128GB Internal SSD (LNS100-128RB)","https://mdcomputers.in/lexar-ns100-128gb-lns100-128rb.html","null"
"1597508843-1745","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","Seagate Skyhawk 4TB Surveillance Desktop Internal Hard Drive (ST4000VX007)","₹9,499","Seagate Skyhawk 4TB Surveillance Desktop Internal Hard Drive (ST4000VX007)","https://mdcomputers.in/seagate-skyhawk-4tb-surveillance-st4000vx007.html","null"
"1597508867-1836","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","2","https://mdcomputers.in/storage?page=2","Crucial P2 250GB M.2 NVMe Internal SSD (CT250P2SSD8)","₹4,600","Crucial P2 250GB M.2 NVMe Internal SSD (CT250P2SSD8)","https://mdcomputers.in/crucial-p2-250gb-m.2-nvme-ct250p2ssd8.html","null"
"1597508720-1539","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","","","Antec VP550P Plus SMPS 550 Watt 80 Plus Standard Certification PSU With Active PFC","₹3,226","Antec VP550P Plus SMPS 550 Watt 80 Plus Standard Certification PSU With Active PFC","https://mdcomputers.in/antec-550-watt-vp550p-plus-ec.html","null"
"1597508906-1941","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","Corsair CMD32GX4M2C3200C16 Desktop Ram Dominator Platinum Series 32GB (16GBx2) DDR4 3200MHz","₹18,000","Corsair CMD32GX4M2C3200C16 Desktop Ram Dominator Platinum Series 32GB (16GBx2) DDR4 3200MHz","https://mdcomputers.in/corsair-dominator-platinum-32gb-ddr4-3200mhz-cmd32gx4m2c3200c16.html","null"
"1597508824-1703","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","","","Adata Ultimate SU630 480GB 3D NAND Internal SSD (ASU630SS-480GQ-R)","₹5,200","Adata Ultimate SU630 480GB 3D NAND Internal SSD (ASU630SS-480GQ-R)","https://mdcomputers.in/adata-su630-480gb-asu630ss-480gq-r.html","null"
"1597508954-2033","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","3","https://mdcomputers.in/motherboards?page=3","GIGABYTE B450M DS3H Motherboard (Amd Socket AM4/Ryzen 2nd Gen Series CPU/Max 64GB DDR4-3200MHz Memory)","₹7,800","GIGABYTE B450M DS3H Motherboard (Amd Socket AM4/Ryzen 2nd Gen Series CPU/Max 64GB DDR4-3200MHz Memory)","https://mdcomputers.in/gigabyte-b450m-ds3h.html","null"
"1597508913-1963","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","","","ASRock B450M/ac (Wi-Fi) Motherboard (AMD Socket AM4/Ryzen Series CPU/Max 64GB DDR4 3200MHz Memory)","₹9,400","ASRock B450M/ac (Wi-Fi) Motherboard (AMD Socket AM4/Ryzen Series CPU/Max 64GB DDR4 3200MHz Memory)","https://mdcomputers.in/asrock-b450m-ac.html","Out Of Stock"
"1597508906-1935","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","ADATA AX4U360038G18A-ST60 Desktop Ram XPG SPECTRIX D60G Series 8GB (8GBx1) DDR4 3600MHz RGB","₹4,599","ADATA AX4U360038G18A-ST60 Desktop Ram XPG SPECTRIX D60G Series 8GB (8GBx1) DDR4 3600MHz RGB","https://mdcomputers.in/adata-xpg-spectrix-d60g-8gb-ddr4-3600mhz-ax4u360038g18a-st60.html","null"
"1597508993-2141","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","3","https://mdcomputers.in/cooling-system?page=3","Thermaltake Floe Riing RGB 280 TT Premium Edition All In One 280mm CPU Liquid Cooler","₹13,172","Thermaltake Floe Riing RGB 280 TT Premium Edition All In One 280mm CPU Liquid Cooler","https://mdcomputers.in/thermaltake-floe-riing-rgb-280-cl-w167-pl14sw-a.html","null"
"1597508858-1789","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","3","https://mdcomputers.in/storage?page=3","Gigabyte 120GB Internal SSD (GP-GSTFS31120GNTD)","₹2,164","Gigabyte 120GB Internal SSD (GP-GSTFS31120GNTD)","https://mdcomputers.in/gigabyte-120gb-gp-gstfs31120gntd.html","null"
